,texto_pedido,texto_resposta
51305,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.012177/2012-29, já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002147/2019-69), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão, por fazer alusão a atuação de indivíduos estrangeiros e conter dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51306,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013102/2012-65 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002148/2019-11), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão, por fazer alusão a atuação de indivíduos estrangeiros e conter dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51308,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013373/2012-11  , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002149/2019-58), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão, por fazer alusão a atuação de indivíduos estrangeiros e conter dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51340,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013382/2012-10 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002152/2019-71), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão, além de conter dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51341,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013385/2012-45 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002153/2019-16), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão, por fazer alusão a atuação de indivíduos estrangeiros e conter dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51342,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013406/2012-22 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002154/2019-61), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão, além de conter dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51343,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 0 00091.013410/2012-91 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002155/2019-13), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e fazer alusão a acordos com terceiros países, o que pode prejudicar as relações bilaterais. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51344,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013501/2012-26 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002156/2019-50), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e por apresentar vulnerabilidades da infraestrutura crítica de órgão cuja atuação é estratégica para o estado brasileiro na área aeroespacial. Contém, também, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51346,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013686/2012-79 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002157/2019-02), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão, por fazer alusão a situações críticas envolvendo países estrangeiros. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51347,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.013959/2012-85 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002158/2019-49), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e por apresentar vulnerabilidades da infraestrutura crítica de órgão cuja atuação é estratégica para o estado brasileiro na área aeroespacial. Contém, também, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51348,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.036206/2012-48 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002159/2019-93), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e fazer alusão à política de segurança de outro país, o que pode ensejar prejuízo nas relações bilaterais. Contém, também, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51349,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.036225/2012-74 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002160/2019-18), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e fazer alusão à política de segurança de outro país, o que pode ensejar prejuízo nas relações bilaterais. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51350,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.036235/2012-18 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002161/2019-62), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e fazer alusão à ação política de outro país, o que pode ensejar prejuízo nas relações bilaterais. Contém, também, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51351,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.036255/2012-81 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002162/2019-15), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e fazer alusão à política de segurança de outro país, o que pode ensejar prejuízo nas relações bilaterais. Contém, também, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
51353,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.036259/2012-69 , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002163/2019-51), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e por expor política de segurança de outro país, o que pode ensejar prejuízo nas relações bilaterais. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao "
51354,"Com base na lei de acesso à informação, gostaria de receber cópia do documento 00091.036262/2012-82  , já desclassificado. ","Prezada Senhora, Em atenção ao pedido de informação (NUP: 00077.002164/2019-04), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e por expor política de segurança de outro país, o que pode ensejar prejuízo nas relações bilaterais. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
53436,"Solicita cópias do Processo Administrativo n. 23104.000036/2019-49, do qual resultou a edição da Portaria n. 67, de 10/07/2019, publicada no Diário Oficial da União n. 132 em 11/07/2019, Seção 2, fl. 4.","Prezado Senhor, Em atenção ao pedido de informação (NUP: 00077.002249/2019-84), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que a quebra do sigilo de processos administrativos disciplinares de servidores da Agência Brasileira de Inteligência (ABIN) pode revelar o peculiar funcionamento da Agência e o ?modus operandi? de suas ações de Inteligência, uma vez que, em sua maioria, estão ligados à atuação funcional do servidor. Assim, tendo em vista o Parecer nº 224/2016/EVS/AJUR-ABIN/CGU/AGU, de 23/11/2016, e que a publicidade das informações descritas no pedido de acesso pode comprometer o êxito das atividades sigilosas desenvolvidas no âmbito da ABIN e/ou colocar em risco a segurança da sociedade e do Estado, o pedido não poderá ser atendido. Neste caso, resta configurada a hipótese legal específica de sigilo, conforme previsto nos artigos 9º e 9º A da Lei nº 9.883/1999, nos termos do art. 22 da Lei nº 12.527/2011. Além disso, como os processos disciplinares dizem respeito à pessoas específicas, é possível se enquadrar as informações, em última análise, como de natureza pessoal, inviolável na forma da Constituição e do art. 31 da Lei nº 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
54654,"Prezado,  1- solicito a relação com o nome, cargo e email de todos os servidores do órgão que possuem email institucional.   2- Solicito ainda, a relação de outros emails institucionais do órgão como canais de atendimento,  fale conosco’ e demais endereços eletrônicos do órgão.  OBS: Só para deixar mais claro a pergunta 1, eu quero saber o email institucional de todos os funcionários do órgão, incluindo funcionários concursados, comissionados, diretores, ministros - se houver - e demais colaboradores do órgão que possuam email institucional.  Obrigado ","Prezado Senhor, Em atenção ao pedido de informação (NUP: 00077.002290/2019-51), este Serviço de Informação ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece o seguinte: 1. A relação dos servidores públicos lotados ou em exercício no Gabinete de Segurança Institucional da Presidência da República poderá ser acessada no endereço http://www.portaldatransparencia.gov.br/servidores/. Ao clicar no link, a consulta será, automaticamente, redirecionada para o Portal da Transparência do Governo Federal, opção  Servidores . Deverão ser seguidos os seguintes procedimentos: 1º passo: Selecionar a Modalidade de Consulta  por órgão de Lotação , 2º passo: Clicar em  Efetuar Consultas , e 3º passo: Na tela seguinte, no campo  Digite o nome do órgão , digite PRESIDENCIA DA REPUBLICA e clique em  ok . 2. Com relação aos e-mails institucionais, por se tratarem de informações pessoais de natureza sensível estão protegidas pelo inciso X do art. 5º da Constituição Federal/1988, regulamentado pelo art. 31 da Lei nº 12.527/2011. 3. Há os e-mails institucionais que são necessários ao conhecimento devido à necessidade de contatos externos que estão disponíveis no sítio http://www.gsi.gov.br/acesso-a-informacao/institucional/quem-e-quem. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
54768,Solicito acesso aos documentos e informações desclassificados constantes nos seguintes Números de Protocolo: 00091.041243/2012-78   11 00091.041573/2012-63  00091.000080/2014-35,"Prezado(a) Senhor(a), Em atenção ao pedido de informação (NUP: 00077.002299/2019-61), este Serviço de Informação ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) encaminha o seguinte: - 00091.041243/2012-78: o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e por conter referência a país estrangeiro, o que pode acarretar prejuízo nas relações bilaterais. Contém, ainda, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011, - 00091.041573/2012-63: o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e por conter referência a país estrangeiro, o que pode acarretar prejuízo nas relações bilaterais. Contém, ainda, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011, e - 00091.000080/2014-35: o documento é considerado sigiloso pela Agência Brasileira de Inteligência (ABIN), conforme previsto no Art. 9º A da Lei 9.883/1999, por expor o peculiar funcionamento do órgão e conter dados afetos à segurança pública que podem, ainda, impactar negativamente o combate às organizações criminosas de base prisional. Contém, também, dados pessoais, cujo sigilo é garantido pelo Inciso I do § 1º art. 31 da Lei 12.527/2011. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
54786,"30 de julho de 2019 Prezados, Quantas vezes parentes do atual presidente viajaram com transportes aéreos da FAB, e quais foram todos os custos envolvidos nestas viagens para os cofres públicos. Por gentileza detalhar datas, destinos e justificativas utilizadas. Quantas vezes parentes dos últimos 3 presidentes (Luiz Inácio Lula da Silva, Dilma Rousseff e Michel Temer) viajaram em transportes aéreos da FAB, e quais foram todos os custos envolvidos nestas viagens para os cofres públicos. Por gentileza detalhar datas, destinos e justificativas utilizadas. ","Prezado Senhor,  Em atenção ao pedido de informação (NUP: 60502.001741/2019-05), este Serviço de Informações ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece que as viagens realizadas em aeronaves da Força Aérea Brasileira, em atendimento às autoridades públicas previstas no art. 1º, inc. I a IV, do Decreto nº 4.244, de 22 de maio de 2002, encontram-se na página de internet da Força Aérea Brasileira no link  http://www.fab.mil.br/voos .  Quanto à solicitação de relação de passageiros em voos acionados pela atual Presidência da República, informo que este órgão não divulga tais informações por questões de segurança e por se encontrarem com grau de sigilo ?Reservado?, conforme § 2º do art. 24 da Lei nº 12.527/2011.  Os custos operacionais das missões em aeronaves da Força Aérea Brasileira deverão ser solicitados ao Comando da Aeronáutica.  Os dados dos ex-presidentes da República (Luiz Inácio Lula da Silva, Dilma Rousseff e Michel Temer), não serão atendidos por exigirem trabalhos adicionais de análise, conforme inciso III do art. 13 do Decreto nº 7724/2012.  Estes dados poderiam ser atendidos se fossem desmembrados por cada um dos ex-presidentes e solicitados à Secretaria Especial de Comunicação Social da Secretaria-Geral da Presidência da República.  De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da Repúbica.  As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República.  Atenciosamente, Serviço de Informação ao Cidadão do Palácio do Planalto -  www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
56027,"Meu nome é George Garcia. Sou membro de uma equipe de pesquisa da Universidade Brigham Young, nos Estados Unidos. Estamos realizando um estudo sobre servidores públicos no Brasil. Especificamente, esperamos entender melhor seus motivos, origens e interesse em evidências de alta qualidade para melhorar o desempenho no trabalho. Para este propósito, solicitamos os endereços de email de todos os funcionários em seu ministério. Enviaremos uma pesquisa por e-mail opcional de 10 minutos para eles. Se você puder nos fornecer essas informações, solicitamos que você as forneça assim que for permitido, para que possamos começar nossa pesquisa.Por favor, sinta-se livre para me perguntar qualquer dúvida que possa ter.","Prezado Senhor, Em atenção ao pedido de informação (NUP: 00077.002349/2019-19), este Serviço de Informação ao Cidadão do Gabinete de Segurança Institucional da Presidência da República (SIC-GSIPR) esclarece o seguinte: 1. A relação dos servidores públicos lotados ou em exercício no Gabinete de Segurança Institucional da Presidência da República poderá ser acessada no endereço http://www.portaldatransparencia.gov.br/servidores/. Ao clicar no link, a consulta será, automaticamente, redirecionada para o Portal da Transparência do Governo Federal, opção ?Servidores, deverão ser seguidos os seguintes procedimentos: 1º passo:  Selecionar a Modalidade de Consulta por órgão de Lotação, 2º passo:  Clicar em Efetuar Consultas, e 3º passo:  Na tela seguinte, no campo Digite o nome do órgão, digite PRESIDENCIA DA REPUBLICA e clique em ok.  2. Com relação aos e-mails institucionais, por se tratarem de informações pessoais de natureza sensível estão protegidas pelo inciso X do art. 5º da Constituição Federal/1988, regulamentado pelo art. 31 da Lei nº 12.527/2011. 3. Há os e-mails institucionais que são necessários ao conhecimento devido à necessidade de contatos externos que estão disponíveis no sítio http://www.gsi.gov.br/acesso-a-informacao/institucional/quem-e-quem. De acordo com o art. 15 da Lei de Acesso à Informação (Lei nº 12.527/11) e com o art. 23 do Decreto nº 7.724/2012, há possibilidade de recurso no prazo de 10 (dez) dias, que deve ser encaminhado ao Assessor Militar do Gabinete de Segurança Institucional da Presidência da República. As informações acima foram disponibilizadas pelo Gabinete de Segurança Institucional da Presidência da República. Atenciosamente, Serviço de Informações ao Cidadão Palácio do Planalto - https://www.gov.br/planalto/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao"
